hemp	hmp	ሀምፕ
panoply	nmn	ንመን
admission	nsħ	ንስሓ
eagle	nsr	ንስሪ
excitation	nʃtʼ	ንሸጣ
cognizant	nqʰħ	ንቑሕ
stark	nqʰt͡sʼ	ንቑጽ
departure	nqʰl	ንቕሎ
reading	nbb	ንባብ
paroxysm	ntɡʷ	ንትጓ
small	nʔs	ንኡስ
junior	nʔs	ንኡስ
micro	nʔs	ንኡስ
sub	nʔs	ንኡስ
divine	nʔd	ንኡድ
oral	nʔf	ንኣፍ
bed	nʔd	ንእዲ
rebate	nkj	ንካየ
reduction	nkj	ንካይ
allowance	nkj	ንካይ
paraphernalia	nwt	ንዋት
material	nwt	ንዋት
worm	nʕqʰ	ንዑቕ
skunk	nʕqʰ	ንዑቕ
us	nʕn	ንዓና
me	nʕj	ንዓይ
download	ndt	ንዳታ
burn	ndd	ንዳድ
draft	ndf	ንድፊ
idea	ndf	ንድፊ
outline	ndf	ንድፊ
scenario	ndf	ንድፊ
design	ndf	ንድፊ
plan	ndf	ንድፊ
pattern	ndf	ንድፊ
schema	ndf	ንድፊ
model	ndf	ንድፊ
morning	nɡh	ንጉሆ
lord	nɡs	ንጉስ
territory	nɡs	ንጉስ
dictum	nɡr	ንግ'ሩ
morning	nɡh	ንግሆ
trade	nɡd	ንግዲ
commerce	nɡd	ንግዲ
business	nɡd	ንግድ
trade	nɡd	ንግድ
commerce	nɡd	ንግድ
mucus	nɡʷl	ንጓል
iota	ntʼr	ንጣር
grain	ntʼr	ንጣር
spot	ntʼb	ንጣብ
drop	ntʼb	ንጣብ
bead	ntʼb	ንጣብ
particle	ntʼr	ንጥረ
hop	ntʼr	ንጥራ
virgin	nt͡sʼh	ንጹህ
recluse	nt͡sʼl	ንጹል
liquid	nt͡sʼr	ንጹር
sharp	nt͡sʼr	ንጹር
outcast	nt͡sʼɡ	ንጹግ
anathema	nt͡sʼɡ	ንጹግ
brilliance	nt͡sʼr	ንጻር
plain	nt͡sʼr	ንጻር
emission	nt͡sʼɡ	ንጻግ
single	nt͡sʼl	ንጽል
secession	nt͡sʼl	ንጽል
wisp	nt͡sʼj	ንጽያ
spray	nt͡sʼɡ	ንጽጎ
trump	nfʕ	ንፉዕ
bulge	nfħ	ንፋሕ
wind	nfs	ንፋስ
breath	nfs	ንፋስ
mucus	nftʼ	ንፋጥ
measles	nfj	ንፍዮ
earl	ʔrl	አርል
empress	ʔtɡ	ኡቴገ
truth	ʔnt	ኡነት
veracity	ʔnt	ኡነት
reality	ʔnt	ኡነት
whiff	ʔft	ኡፍታ
flaw	ʔnt	ኢንታ
blemish	ʔnt	ኢንታ
taint	ʔnt	ኢንታ
stigma	ʔnt	ኢንታ
manual	ʔdw	ኢዳዊ
figure	ʔhz	ኣሃዝ
entity	ʔhd	ኣሃዱ
module	ʔhd	ኣሃዱ
unit	ʔhd	ኣሃዱ
item	ʔhd	ኣሃዱ
brew	ʔlm	ኣለመ
alligator	ʔlm	ኣለመ
hatch	ʔlm	ኣለመ
spin	ʔlm	ኣለመ
weave	ʔlm	ኣለመ
soak	ʔlx	ኣለኸ
drive	ʔlj	ኣለየ
shepherd	ʔlj	ኣለየ
foster	ʔlj	ኣለየ
nurse	ʔlj	ኣለየ
denial	ʔlt	ኣሉታ
negation	ʔlt	ኣሉታ
manager	ʔlj	ኣላዪ
warden	ʔlj	ኣላዪ
caretaker	ʔlj	ኣላይ
moose	ʔlt͡ʃʼ	ኣልጫ
alpha	ʔlf	ኣልፋ
custom	ʔml	ኣመል
propensity	ʔml	ኣመል
forecast	ʔmt	ኣመተ
hint	ʔmt	ኣመተ
hint	ʔmt	ኣመት
inkling	ʔmt	ኣመት
colour	ʔmt	ኣመት
wrinkle	ʔmt	ኣመት
cue	ʔmt	ኣመት
trust	ʔmn	ኣመነ
reliance	ʔmn	ኣሚን
precursor	ʔmt	ኣማቲ
confidant	ʔmn	ኣማኒ
concept	ʔmr	ኣምር
nettle	ʔmʕ	ኣምዐ
vulture	ʔmr	ኣሞራ
snail	ʔrn	ኣረነ
slug	ʔrn	ኣረነ
pick	ʔrj	ኣረየ
aria	ʔrj	ኣራዪ
heifer	ʔrħ	ኣርሒ
bull	ʔrħ	ኣርሓ
stud	ʔrħ	ኣርሓ
ensign	ʔrm	ኣርማ
symbol	ʔrm	ኣርማ
banner	ʔrm	ኣርማ
insignia	ʔrm	ኣርማ
badge	ʔrm	ኣርማ
standard	ʔrm	ኣርማ
nose	ʔsr	ኣሰ'ረ
bind	ʔsr	ኣሰረ
arrest	ʔsr	ኣሰረ
trail	ʔsr	ኣሰረ
tie	ʔsr	ኣሰረ
fix	ʔsr	ኣሰረ
pack	ʔsr	ኣሰረ
strap	ʔsr	ኣሰረ
lock	ʔsr	ኣሰረ
jail	ʔsr	ኣሰረ
track	ʔsr	ኣሰር
colour	ʔsr	ኣሰር
element	ʔsr	ኣሰር
imprint	ʔsr	ኣሰር
spice	ʔsr	ኣሰር
footprint	ʔsr	ኣሰር
impression	ʔsr	ኣሰር
evidence	ʔsr	ኣሰር
inkling	ʔsr	ኣሰር
taint	ʔsr	ኣሰር
vestige	ʔsr	ኣሰር
hook	ʔsr	ኣሰር
tracker	ʔsr	ኣሳ'ሪ
elixir	ʔst	ኣሶት
sell	ʔʃtʼ	ኣሸጠ
shelf	ʔqʰħ	ኣቕሑ
kit	ʔqʰħ	ኣቕሑ
paraphernalia	ʔqʰħ	ኣቕሓ
thing	ʔqʰħ	ኣቕሓ
appliance	ʔqʰħ	ኣቕሓ
ticket	ʔqʰħ	ኣቕሓ
unit	ʔqʰħ	ኣቕሓ
commodity	ʔqʰħ	ኣቕሓ
article	ʔqʰħ	ኣቕሓ
poise	ʔqʰm	ኣቖመ
construct	ʔqʰm	ኣቖመ
spin	ʔqʰʷm	ኣቘመ
institute	ʔqʰʷm	ኣቘመ
stipend	ʔbl	ኣበል
fault	ʔbr	ኣበር
flaw	ʔbr	ኣበር
blemish	ʔbr	ኣበር
stigma	ʔbr	ኣበር
bloom	ʔbb	ኣበባ
father	ʔbw	ኣበው
progenitor	ʔbw	ኣበው
refuse	ʔbj	ኣበየ
decline	ʔbj	ኣበየ
rebel	ʔbj	ኣበየ
pontiff	ʔbn	ኣቡን
patriarch	ʔbn	ኣቡን
bishop	ʔbn	ኣቡን
member	ʔbl	ኣባል
patrician	ʔbl	ኣባል
insider	ʔbl	ኣባል
rebel	ʔbj	ኣባዪ
booby	ʔbd	ኣብዲ
wally	ʔbd	ኣብዲ
antipathy	ʔtl	ኣተል
acrimony	ʔtl	ኣተል
otter	ʔtr	ኣተር
dip	ʔtw	ኣተወ
pierce	ʔtw	ኣተወ
reach	ʔtw	ኣተወ
income	ʔtw	ኣታዊ
revenue	ʔtw	ኣታዊ
credit	ʔtw	ኣታዊ
nucleus	ʔtm	ኣቶም
atom	ʔtm	ኣቶም
vinegar	ʔt͡ʃt	ኣቸቶ
acid	ʔt͡ʃd	ኣቺዶ
steel	ʔt͡ʃj	ኣቻዮ
barb	ʔnf	ኣንፊ
prow	ʔnf	ኣንፊ
snout	ʔnf	ኣንፊ
raise	ʔkb	ኣከበ
hoard	ʔkb	ኣከበ
aggregate	ʔkb	ኣከበ
recruit	ʔkb	ኣከበ
combination	ʔkb	ኣከበ
component	ʔkl	ኣካል
category	ʔkl	ኣካል
entity	ʔkl	ኣካል
member	ʔkl	ኣካል
person	ʔkl	ኣካል
organ	ʔkl	ኣካል
body	ʔkl	ኣካል
corpus	ʔkl	ኣካል
frame	ʔkl	ኣካል
collector	ʔkb	ኣካቢ
acre	ʔkr	ኣክር
bevy	ʔxb	ኣኼባ
assembly	ʔxb	ኣኼባ
convocation	ʔxb	ኣኼባ
conference	ʔxb	ኣኼባ
congress	ʔxb	ኣኼባ
session	ʔxb	ኣኼባ
convention	ʔxb	ኣኼባ
consultation	ʔxb	ኣኼባ
final	ʔxr	ኣኽር
last	ʔxr	ኣኽር
creditor	ʔwd	ኣዋዲ
crier	ʔwd͡ʒ	ኣዋጂ
profession	ʔwd͡ʒ	ኣዋጅ
promulgation	ʔwd͡ʒ	ኣዋጅ
emergency	ʔwd͡ʒ	ኣዋጅ
edict	ʔwd͡ʒ	ኣዋጅ
announcement	ʔwd͡ʒ	ኣዋጅ
declaration	ʔwd͡ʒ	ኣዋጅ
manifesto	ʔwd͡ʒ	ኣዋጅ
fiat	ʔwd͡ʒ	ኣዋጅ
principal	ʔwr	ኣውራ
bid	ʔzz	ኣዘዘ
command	ʔzz	ኣዘዘ
boss	ʔzz	ኣዛዚ
commander	ʔzz	ኣዛዚ
asthma	ʔzm	ኣዝማ
ear	ʔzn	ኣዝኒ
gas	ʔjr	ኣየር
atmosphere	ʔjr	ኣየር
air	ʔjr	ኣየር
springtime	ʔjt	ኣያት
flood	ʔjh	ኣይሂ
iota	ʔjt	ኣይተ
mr	ʔjt	ኣይተ
spill	ʔjd	ኣይዳ
ion	ʔjn	ኣዮን
conduct	ʔdb	ኣደብ
behaviour	ʔdb	ኣደብ
leather	ʔdɡ	ኣዳግ
mustard	ʔdr	ኣድሪ
donkey	ʔdɡ	ኣድጊ
similar to cottage	ʔd͡ʒb	ኣጁቦ
embargo	ʔɡd	ኣገ'ደ
palm	ʔɡn	ኣገን
ban	ʔɡd	ኣገደ
burke	ʔɡd	ኣገደ
shack	ʔɡd	ኣጉዶ
pedestrian	ʔɡr	ኣጋር
tureen	ʔɡr	ኣጋሮ
charity	ʔtʼm	ኣጠመ
spokesman	ʔfɲ	ኣፈኛ
elm	ʔlm	ኤልም
eden	ʔdn	ኤደን
fabric	ʔlm	እሉም
textile	ʔlm	እሉም
link	ʔlm	እላም
stitch	ʔlm	እላም
fabrication	ʔlm	እልማ
constant	ʔmn	እሙን
schedule	ʔmm	እማመ
suggestion	ʔmm	እማመ
motion	ʔmm	እማመ
overture	ʔmt	እማተ
mount	ʔmb	እምባ
mountain	ʔmb	እምባ
template	ʔmn	እምኒ
stone	ʔmn	እምኒ
lullaby	ʔrr	እሩሩ
prisoner	ʔsr	እሱር
faggot	ʔsr	እሳር
submission	ʔʃt	እሺታ
compliance	ʔʃt	እሺታ
spike	ʔʃx	እሾኽ
spine	ʔʃx	እሾኽ
shift	ʔbr	እብረ
insertion	ʔtw	እታው
importation	ʔtw	እታው
intake	ʔtw	እትዋ
income	ʔtt	እቶት
fruit	ʔtt	እቶት
revenue	ʔtt	እቶት
crop	ʔtt	እቶት
product	ʔtt	እቶት
production	ʔtt	እቶት
kiln	ʔtn	እቶን
oven	ʔtn	እቶን
woof	ʔnm	እኑም
feud	ʔnd	እንዳ
chamber	ʔnd	እንዳ
clan	ʔnd	እንዳ
yard	ʔnd	እንዳ...
artifice	ʔnd	እንዶ
vice	ʔkj	እከይ
vise	ʔkj	እከይ
evil	ʔkj	እከይ
dog	ʔkj	እከይ
batch	ʔkb	እኩብ
crop	ʔkb	እኩብ
conglomerate	ʔkb	እኩብ
collection	ʔkb	እኩብ
bunch	ʔkb	እኩብ
mass	ʔkb	እኩብ
fund	ʔkb	እኩብ
small	ʔkj	እኩይ
corpus	ʔkb	እካበ
collection	ʔkb	እካበ
salvage	ʔkb	እካብ
collection	ʔkb	እካብ
adult	ʔxl	እኹል
corn	ʔxl	እኽሊ
income	ʔxl	እኽሊ
grain	ʔxl	እኽሊ
cereal	ʔxl	እኽሊ
debt	ʔwd	እዉድ
day	ʔwn	እዋን
hour	ʔwn	እዋን
season	ʔwn	እዋን
session	ʔwn	እዋን
time	ʔwn	እዋን
era	ʔwn	እዋን
period	ʔwn	እዋን
declaration	ʔwd͡ʒ	እዋጀ
ear	ʔzn	እዝኒ
cartridge	ʔjr	እየር
portion	ʔd͡ʒm	እጃም
share	ʔd͡ʒm	እጃም
sleeve	ʔd͡ʒɡ	እጅገ
embargo	ʔɡd	እገ'ዳ
ban	ʔɡd	እገዳ
leg	ʔɡr	እግሪ
foot	ʔɡr	እግሪ
miracle	ʔt͡sʼb	እጹብ
novel	ʔt͡sʼb	እጹብ
omega	ʔmɡ	ኦመጋ
opera	ʔpr	ኦፐራ
caliph	klf	ከሊፍ
paw	klb	ከልቢ
dog	klb	ከልቢ
rob	klʔ	ከልአ
peach	kħd	ከሓደ
renegade	kħd	ከሓዲ
atheist	kħd	ከሓዲ
hip	kms	ከሙስ
comic	kmk	ከሚካ
chemistry	kmk	ከሚካ
paunch	krʃ	ከራሽ
pulp	krs	ከርሲ
myrrh	krb	ከርበ
coal	ksl	ከሰል
blame	kss	ከሰሰ
sue	kss	ከሰሰ
make	ksb	ከሰበ
gain	ksb	ከሰበ
accuser	kss	ከሳሲ
plaintiff	kss	ከሳሲ
video	kst	ከሳቲ
inspiration	kst	ከሳቲ
belly	ksʕ	ከስዐ
maw	ksʕ	ከስዐ
stomach	ksʕ	ከስዐ
fry	kʃn	ከሸነ
cook	kʃn	ከሸነ
cook	kʃn	ከሻኒ
drum	kbr	ከበሮ
highland	kbs	ከበሳ
upland	kbs	ከበሳ
investment	kbb	ከበባ
round	kbb	ከቢብ
circular	kbb	ከቢብ
area	kbb	ከባቢ
environment	kbb	ከባቢ
atmosphere	kbb	ከባቢ
locker	kbħ	ከብሒ
shelf	kbħ	ከብሒ
safe	kbħ	ከብሒ
mantel	kbħ	ከብሒ
niche	kbħ	ከብሒ
cabinet	kbħ	ከብሒ
cattle	kbt	ከብቲ
livestock	kbt	ከብቲ
belly	kbd	ከብዲ
maw	kbd	ከብዲ
stomach	kbd	ከብዲ
abdomen	kbd	ከብዲ
autograph	ktm	ከተመ
city	ktm	ከተማ
town	ktm	ከተማ
raid	ktr	ከተረ
recruit	ktb	ከተበ
definition	ktj	ከተያ
writer	ktb	ከታቢ
scribe	ktb	ከታቢ
col	ktj	ከታይ
jib	knb	ከነበ
protestant	knʃ	ከኒሻ
pill	knn	ከኒና
tablet	knn	ከኒና
hide	kwl	ከወለ
cover	kwl	ከወለ
sort	kwm	ከወመ
classification	kwm	ከወመ
lee	kwl	ከውሊ
rock	kwħ	ከውሒ
spill	kʕw	ከዓወ
warehouse	kzn	ከዘነ
cube	kjb	ከየበ
dog	kjs	ከይሲ
cover	kdn	ከደነ
roof	kdn	ከደነ
shroud	kdn	ከደነ
servant	kdm	ከዳሚ
renegade	kdʕ	ከዳዕ
pay	kfl	ከፈለ
acquit	kfl	ከፈለ
segment	kfl	ከፈለ
divide	kfl	ከፈለ
spend	kfl	ከፈለ
pioneer	kft	ከፈተ
tat	kff	ከፈፈ
aperture	kft	ከፋት
kidney	klt	ኩሊት
volume	kmr	ኩምራ
armchair	krs	ኩርሲ
chalk	krʃ	ኩርሽ
basket	krb	ኩርባ
knob	krb	ኩርባ
lip	kbj	ኩባያ
cup	kbj	ኩባያ
condition	knt	ኩነ'ተ
consideration	knt	ኩነት
form	knt	ኩነት
pickle	knt	ኩነት
stipulation	knt	ኩነት
condemnation	knn	ኩነና
damnation	knn	ኩነኔ
war	knt	ኩናት
ball	kʕs	ኩዕሶ
tor	kd͡ʒt	ኩጀት
math	kt͡sʼr	ኩጽሪ
tiara	kft	ኩፍታ
cupid	kpd	ኩፒዶ
coupon	kpn	ኩፖን
practitioner	kʔl	ኪኢላ
parole	kdn	ኪዳን
testament	kdn	ኪዳን
confederation	kdn	ኪዳን
alliance	kdn	ኪዳን
pact	kdn	ኪዳን
priest	khn	ካህን
pastor	khn	ካህን
sock	kls	ካልሲ
other	klʔ	ካልእ
second	klʔ	ካልእ
restitution	kħs	ካሕሳ
compensation	kħs	ካሕሳ
video	kmr	ካመራ
camera	kmr	ካመራ
shirt	kmʃ	ካሚሻ
blouse	kmʃ	ካሚሻ
camp	kmb	ካምቦ
shirt	kmt͡ʃ	ካምቻ
blouse	kmt͡ʃ	ካምቻ
cameo	kmj	ካምዮ
caribou	krb	ካሪቡ
karma	krm	ካርማ
card	krt	ካርታ
plan	krt	ካርታ
map	krt	ካርታ
carp	krp	ካርፕ
cab	krs	ካሮሳ
trap	krs	ካሮሳ
carrot	krt	ካሮቲ
carrot	krt	ካሮት
teller	ksr	ካሴር
crate	kst	ካሴታ
cashmere	kʃw	ካሺው
us	kbn	ካቢነ
cabin	kbn	ካቢነ
cabinet	kbn	ካቢነ
cabaret	kbr	ካባረ
ulster	kbt	ካቦት
marking	ktm	ካቲም
motif	ktm	ካቲም
canary	knr	ካናሪ
cocoa	kkw	ካካው
savoy	kwl	ካውሎ
magazine	kzn	ካዝና
china	kjl	ካይላ
pottery	kjl	ካይላ
porcelain	kjl	ካይላ
cadet	kdt	ካደት
drizzle	kfj	ካፈየ
shower	kfj	ካፈየ
club	klb	ክለብ
wit	klm	ክሊማ
climate	klm	ክሊማ
clam	klm	ክላም
pooh	klʔ	ክላእ!
reservation	kll	ክልል
pair	klt	ክልተ
jack	krk	ክሪክ
obesity	krʃ	ክራሸ
chunk	krt	ክራት
hire	krj	ክራይ
lease	krj	ክራይ
royalty	krj	ክራይ
charter	krj	ክራይ
hickory	krj	ክርያ
chrome	krm	ክሮም
croquet	krk	ክሮክ
respondent	kss	ክሱስ
toll	ksr	ክሳራ
till	ksb	ክሳብ
notch	ksd	ክሳድ
neck	ksd	ክሳድ
isthmus	ksd	ክሳድ
kitchen	kʃn	ክሽነ
cuisine	kʃn	ክሽነ
union	kbb	ክበብ
orb	kbb	ክበብ
gold	kbr	ክቡር
gem	kbr	ክቡር
august	kbr	ክቡር
dear	kbr	ክቡር
tuck	kbs	ክባስ
seam	kbs	ክባስ
appreciation	kbr	ክብሪ
value	kbr	ክብሪ
merit	kbr	ክብሪ
worth	kbr	ክብሪ
amount	kbr	ክብሪ
reputation	kbr	ክብሪ
pride	kbr	ክብሪ
elevation	kbr	ክብሪ
price	kbr	ክብሪ
elevation	kbt	ክብታ
recruit	ktb	ክታ'ብ
signature	ktm	ክታም
talisman	ktb	ክታብ
amulet	ktb	ክታብ
raid	ktr	ክትራ
obstruction	ktr	ክትራ
discussion	ktʕ	ክትዐ
discussion	ktʕ	ክትዕ
debate	ktʕ	ክትዕ
argument	ktʕ	ክትዕ
controversy	ktʕ	ክትዕ
supra	knj	ክንዮ-
equivalent	knd	ክንዲ
wing	knf	ክንፊ
fin	knf	ክንፊ
artisan	kʔl	ክኢላ
consultant	kʔl	ክኢላ
virtuoso	kʔl	ክኢላ
expert	kʔl	ክኢላ
specialist	kʔl	ክኢላ
professional	kʔl	ክኢላ
practitioner	kʔl	ክኢላ
fact	kwn	ክውን
placement	kwn	ክውን
store	kzn	ክዙን
apparel	kdn	ክዳን
template	kdn	ክዳን
dress	kdn	ክዳን
detail	kfl	ክፋል
component	kfl	ክፋል
segment	kfl	ክፋል
quantum	kfl	ክፋል
section	kfl	ክፋል
part	kfl	ክፋል
fraction	kfl	ክፋል
proportion	kfl	ክፋል
portion	kfl	ክፋል
opening	kft	ክፋት
class	kfl	ክፍሊ
grade	kfl	ክፍሊ
category	kfl	ክፍሊ
chamber	kfl	ክፍሊ
theatre	kfl	ክፍሊ
room	kfl	ክፍሊ
department	kfl	ክፍሊ
cell	kfl	ክፍሊ
scout	kll	ኮለለ
college	kld͡ʒ	ኮለጅ
scout	kll	ኮላሊ
colon	kln	ኮሎን
convoy	klɲ	ኮሎኛ
heather	klɲ	ኮሎኛ
aggregate	kmr	ኮመረ
bundle	kmr	ኮመረ
comet	kmt	ኮመት
committee	kmt	ኮመት
comedy	kmd	ኮመዲ
committee	kmt	ኮሚተ
quarter	krm	ኮረማ
castor	krr	ኮረር
effigy	krr	ኮረር
metal	krt	ኮረት
course	krs	ኮርስ
cobra	kbr	ኮብራ
drum	kbr	ኮቦሮ
insert	ktt	ኮተቴ
colt	ktt	ኮቴት
buck	knʕ	ኮናዕ
cognac	kɲk	ኮኛክ
star	kxb	ኮኸብ
star	kxb	ኮኾብ
coyote	kjt	ኮዮት
kodak	kdk	ኮዳክ
skirt	kʷll	ኰለለ
demarcation	kʷll	ኰለሎ
polish	kʷlʕ	ኰልዐ
fuck	kʷrd	ኰረደ
colt	kʷtt	ኰተቴ
stag	kʷnʕ	ኰናዕ
hart	kʷnʕ	ኰናዕ
dig	kʷʕt	ኰዓተ
burrow	kʷʕt	ኰዓተ
digger	kʷʕt	ኰዓቲ
doom	kʷnn	ኲነነ
arrow	kʷnt	ኲናት
war	kʷnt	ኲናት
collar	kʷlt	ኳሌታ
spindle	kʷlb	ኳልባ
bang	kʷħt	ኳሕታ
crack	kʷħt	ኳሕታ
rap	kʷħt	ኳሕታ
cart	kʷrt	ኳርት
bandit	kʷtr	ኳትራ
levee	kʷtr	ኳትራ
weir	kʷtr	ኳትራ
grub	kʷʕt	ኳዓተ
kidney	kʷlt	ኵሊት
mouthful	kʷls	ኵላሶ
mass	kʷmr	ኵምራ
camera	kʷmr	ኵምራ
grand	kʷrʕ	ኵሩዕ
hill	kʷrb	ኵርባ
excrement	kʷsħ	ኵስሒ
essence	kʷnt	ኵነት
future	kʷnt	ኵነት
situation	kʷnt	ኵነት
incident	kʷnt	ኵነት
paradox	kʷnt	ኵነት
denunciation	kʷnn	ኵነና
pike	kʷnt	ኵናት
tor	kʷd͡ʒt	ኵጀት
giver	whb	ወሃቢ
donor	whb	ወሃቢ
contributor	whb	ወሃቢ
produce	wld	ወለደ
breed	wld	ወለደ
relative	wld	ወለዲ
parent	wld	ወለዲ
interest	wld	ወለድ
extraction	wld	ወለዶ
genealogy	wld	ወለዶ
generation	wld	ወለዶ
lighter	wld	ወላዲ
parent	wld	ወላዲ
maternity	wld	ወላድ
flash	wlʕ	ወልዐ
addiction	wlf	ወልፊ
virtuoso	wħl	ወሓለ
expert	wħl	ወሓለ
artist	wħl	ወሓለ
specialist	wħl	ወሓለ
snow	wħz	ወሓዘ
stream	wħz	ወሓዘ
flow	wħz	ወሓዘ
creek	wħz	ወሓዚ
decline	wħd	ወሓደ
decrease	wħd	ወሓደ
gulp	wħtʼ	ወሓጠ
incursion	wrr	ወረረ
invasion	wrr	ወረረ
onset	wrr	ወረረ
levy	wrs	ወረሰ
borough	wrd	ወረደ
fall	wrd	ወረደ
part	wrd	ወረዳ
ward	wrd	ወረዳ
district	wrd	ወረዳ
township	wrd	ወረዳ
noble	wrd͡ʒ	ወረጃ
lady	wrd͡ʒ	ወረጃ
gentleman	wrd͡ʒ	ወረጃ
politic	wrd͡ʒ	ወረጃ
quiet	wrd͡ʒ	ወረጃ
forceps	wrtʼ	ወረጦ
invader	wrr	ወራሪ
incursion	wrr	ወራር
invasion	wrr	ወራር
reward	wrt	ወሬታ
month	wrħ	ወርሒ
moon	wrħ	ወርሒ
gold	wrq	ወርቂ
lady	wrz	ወርዞ
sex	wsb	ወሰበ
judge	wsn	ወሰነ
resolve	wsn	ወሰነ
bank	wsn	ወሰን
limit	wsn	ወሰን
frontier	wsn	ወሰን
border	wsn	ወሰን
wall	wsn	ወሰን
increase	wsx	ወሰኸ
annex	wsx	ወሰኸ
supplement	wsx	ወሰኸ
addition	wsx	ወሰኽ
appendix	wsx	ወሰኽ
appreciation	wsx	ወሰኽ
augmentation	wsx	ወሰኽ
extension	wsx	ወሰኽ
growth	wsx	ወሰኽ
increase	wsx	ወሰኽ
take	wsd	ወሰደ
executive	wsn	ወሳኒ
arbiter	wsn	ወሳኒ
gesture	wst	ወስታ
wedge	wʃl	ወሸለ
tattoo	wqtʼ	ወቀ'ጠ
imprint	wqtʼ	ወቀጠ
blame	wqʰs	ወቐሰ
slur	wqʰs	ወቐሳ
pestle	wqʰtʼ	ወቐጠ
knocker	wqʰʕ	ወቓዒ
reproach	wqʰs	ወቕሳ
term	wqʰt	ወቕቲ
pelt	wqʰʕ	ወቕዐ
drum	wqʰʕ	ወቕዐ
pulse	wqʰʕ	ወቕዐ
hit	wqʰʕ	ወቕዐ
beat	wqʰʕ	ወቕዐ
nape	wtɡ	ወተግ
insert	wtf	ወተፈ
owner	wnn	ወናኒ
delegation	wkl	ወከለ
delegate	wkl	ወከለ
advocate	wkl	ወከል
accusation	wks	ወከሰ
giggle	wkx	ወከኸ
deputy	wkl	ወኪል
proxy	wkl	ወኪል
delegate	wkl	ወኪል
commissioner	wkl	ወኪል
representative	wkl	ወኪል
factor	wkl	ወኪል
agent	wkl	ወኪል
emissary	wkl	ወኪል
barrier	wkl	ወኪል
advocator	wkl	ወካሊ
accuser	wks	ወካሲ
monkey	wʕɡ	ወዓግ
pyramid	wzt	ወዘተ
president	wzt	ወዘተ
cascade	wzt	ወዘተ
serial	wzt	ወዘተ
epic	wzt	ወዘተ
multiple	wzt	ወዘተ
skein	wzt	ወዘተ
slut	wzl	ወዛል
jade	wzm	ወዛም
accident	wzb	ወዝቢ
chance	wzb	ወዝቢ
contingency	wzb	ወዝቢ
dive	wjn	ወየነ
hepatitis	wjb	ወይቦ
buff	wjb	ወይቦ
grape	wjn	ወይኒ
renegade	wjtʼ	ወይጦ
jackass	wdl	ወደል
soap	wds	ወደሰ
spill	wdqʰ	ወደቐ
founder	wdqʰ	ወደቐ
collapse	wdqʰ	ወደቐ
fall	wdqʰ	ወደቐ
port	wdb	ወደብ
executor	wdʔ	ወዳኢ
consumer	wdʔ	ወዳኢ
exhaust	wdʔ	ወድአ
cost	wdʔ	ወድአ
finish	wdʔ	ወድአ
slut	wd͡ʒb	ወጃብ
face	wd͡ʒh	ወጅሂ
dimension	wɡn	ወገን
party	wɡn	ወገን
side	wɡn	ወገን
taboo	wɡz	ወገዘ
portico	wɡf	ወገፈ
vestibule	wɡf	ወገፈ
acid	wɡʔ	ወጋኢ
dawn	wɡħ	ወግሐ
abortion	wɡr	ወግሪ
stab	wɡʔ	ወግአ
pierce	wɡʔ	ወግአ
gore	wɡʔ	ወግአ
prick	wɡʔ	ወግአ
chat	wɡʕ	ወግዒ
protocol	wɡʕ	ወግዒ
decorum	wɡʕ	ወግዒ
formality	wɡʕ	ወግዒ
ceremony	wɡʕ	ወግዒ
surgeon	wɡʷs	ወጔሳ
quiz	wtʼr	ወጠረ
purpose	wtʼn	ወጠነ
tug	wtʼtʼ	ወጠጠ
goat	wtʼtʼ	ወጠጦ
interloper	wtʼm	ወጣም
intruder	wtʼm	ወጣም
yelp	wt͡ʃʼt͡ʃʼ	ወጨጨ
squeal	wt͡ʃʼt͡ʃʼ	ወጨጨ
screech	wt͡ʃʼt͡ʃʼ	ወጨጨ
cry	wt͡ʃʼt͡ʃʼ	ወጨጨ
anvil	wt͡sʼqʰ	ወጸቓ
expenditure	wt͡sʼʔ	ወጻኢ
outlay	wt͡sʼʔ	ወጻኢ
outside	wt͡sʼʔ	ወጻኢ
exterior	wt͡sʼʔ	ወጻኢ
expense	wt͡sʼʔ	ወጻኢ
detriment	wt͡sʼʕ	ወጽዓ
injury	wt͡sʼʕ	ወጽዓ
offering	wfj	ወፈ'የ
mortgage	wfj	ወፈየ
donation	wfj	ወፈያ
dedication	wfj	ወፈያ
kitty	wfj	ወፈያ
consecration	wfj	ወፈያ
subscription	wfj	ወፈያ
endowment	wfj	ወፈያ
offer	wfj	ወፈያ
contributor	wfj	ወፋይ
investment	wfr	ወፍሪ
campaign	wfr	ወፍሪ
grape	wjn	ዉያነ
willow	wlw	ዊለው
willow	wlw	ዊሎው
volition	wnt	ዊንታ
predilection	wnt	ዊንታ
cell	whj	ዋህዮ
while	wlkʷ	ዋላ'ኳ
shield	wlt	ዋልታ
virtuoso	wħl	ዋሓለ
drainage	wħz	ዋሓዚ
warrant	wħs	ዋሕስ
bail	wħs	ዋሕስ
guarantee	wħs	ዋሕስ
effusion	wħz	ዋሕዚ
influx	wħz	ዋሕዚ
exodus	wħz	ዋሕዚ
flux	wħz	ዋሕዚ
tide	wħz	ዋሕዚ
shortage	wħd	ዋሕዲ
want	wħd	ዋሕዲ
lack	wħd	ዋሕዲ
paucity	wħd	ዋሕዲ
